cluster	gene_id	gene_name	p_value	p_value_adj	max_abs_delta_psi	chromosome	start	end	Annotated	Region	diff_exp_rank
19499	ENSMUSG00000039205	Ciz1	0.00399	0.0222	0.145	chr2	[32363159 32363299 32363657]	[32363805]	True	5' UTR	
779	ENSMUSG00000046836	Brox	0.004	0.0223	0.104	chr1	[183294865]	[183296903 183297182]	True	5' UTR	
21484	ENSMUSG00000012123	Crybg2	0.00402	0.0223	0.124	chr4	[134065955 134066974 134068537]	[134072430]	True	CDS	
25723	ENSMUSG00000032525	Nktr	0.00407	0.0226	0.1	chr9	[121729681 121730025]	[121731478]	True	CDS	
11854	ENSMUSG00000031955	Bcar1	0.00425	0.0235	0.099	chr8	[111721332]	[111732039 111743689]	True	CDS	
20854	ENSMUSG00000028034	Fubp1	0.00427	0.0236	0.098	chr3	[152226209 152226218]	[152228171]	True	CDS	
4243	ENSMUSG00000023015	Racgap1	0.00432	0.0238	0.106	chr15	[99642972]	[99643393 99651507]	True	5' UTR	
12928	ENSMUSG00000015668	Pdzd11	0.00435	0.024	0.083	chrX	[100625388]	[100625816 100625870 100625886]	True	5' UTR	
14009	ENSMUSG00000019804	Snx3	0.00436	0.024	0.234	chr10	[42526050 42533274]	[42534708]	False	CDS	
17146	ENSMUSG00000047888	Tnrc6b	0.00441	0.0242	0.09	chr15	[80784807 80798805]	[80858681]	True	CDS	
20258	ENSMUSG00000000826	Dnajc5	0.00446	0.0244	0.105	chr2	[181548842 181549001]	[181549273]	True	CDS	
6322	ENSMUSG00000026942	Traf2	0.00453	0.0248	0.069	chr2	[25537150]	[25538845 25538866]	True	CDS	
18701	ENSMUSG00000001700	Gramd3	0.00454	0.0248	0.089	chr18	[56400576 56432358]	[56469533]	True	CDS	
18777	ENSMUSG00000024561	Mbd1	0.00476	0.0258	0.124	chr18	[74275418 74276072]	[74276407]	True	CDS	
19667	ENSMUSG00000042133	Ppig	0.00481	0.026	0.072	chr2	[69722958 69723364 69731581]	[69731746]	True	5' UTR	
4204	ENSMUSG00000033228	Scaf11	0.00485	0.0263	0.156	chr15	[96415152]	[96415729 96415777]	True	CDS	
25724	ENSMUSG00000032525	Nktr	0.00491	0.0265	0.057	chr9	[121731566 121738416]	[121741122]	True	CDS	
7831	ENSMUSG00000040728	Esrp1	0.00505	0.0271	0.079	chr4	[11333474]	[11338722 11344112 11353295]	True	CDS	
12171	ENSMUSG00000034908	Sidt2	0.00516	0.0275	0.108	chr9	[45945785]	[45946506 45946745]	True	CDS	
25846	ENSMUSG00000025862	Stag2	0.00538	0.0284	0.08	chrX	[42149686 42150292 42150835]	[42201855]	True	5' UTR	
21771	ENSMUSG00000029004	Kmt2e	0.00555	0.0293	0.051	chr5	[23434784 23446599]	[23450152]	True	5' UTR	
16624	ENSMUSG00000021843	Ktn1	0.00574	0.0301	0.125	chr14	[47714723 47716961]	[47720196]	True	CDS	
9658	ENSMUSG00000068551	Zfp467	0.00591	0.0308	0.059	chr6	[48442739]	[48443412 48445353]	True	CDS	
9677	ENSMUSG00000029810	Tmem176b	0.00596	0.031	0.058	chr6	[48838366]	[48840361 48840996 48841348]	True	5' UTR	
21588	ENSMUSG00000028919	Arhgef19	0.0063	0.0326	0.203	chr4	[141240745 141243011]	[141244818]	True	5' UTR	
19635	ENSMUSG00000026977	Marchf7	0.00638	0.033	0.058	chr2	[60243671 60245261 60247513]	[60247890]	True	CDS	
23938	ENSMUSG00000032812	Arap1	0.00644	0.0333	0.13	chr7	[101404426 101404966]	[101408047]	True	CDS	
21027	ENSMUSG00000035649	Zcchc7	0.00651	0.0335	0.091	chr4	[44908487 44924268]	[44925975]	False	CDS	
21554	ENSMUSG00000028759	Hp1bp3	0.00651	0.0335	0.059	chr4	[138216741 138216800 138217295 138219837]	[138221526]	True	5' UTR	
12019	ENSMUSG00000003308	Keap1	0.00654	0.0335	0.066	chr9	[21237757]	[21238793 21238908 21239076]	True	5' UTR	
18917	ENSMUSG00000024807	Syvn1	0.00656	0.0336	0.053	chr19	[6046982 6047129]	[6047917]	True	5' UTR	
16994	ENSMUSG00000022359	Wdyhv1	0.00656	0.0336	0.056	chr15	[58148434 58148442]	[58150606]	True	CDS	
16966	ENSMUSG00000022307	Oxr1	0.00675	0.0344	0.188	chr15	[41826053 41831130]	[41850459]	True	CDS	
12165	ENSMUSG00000042790	Rnf214	0.00681	0.0346	0.11	chr9	[45898492]	[45899746 45900211 45904806]	True	CDS	
3740	ENSMUSG00000033487	Fndc3a	0.00693	0.0352	0.09	chr14	[72683772]	[72709394 72709718 72710558]	False	5' UTR	
20845	ENSMUSG00000036825	Ssx2ip	0.00695	0.0352	0.062	chr3	[146404785 146404936 146414800]	[146417607]	True	5' UTR	
6773	ENSMUSG00000074912	Gm14207	0.00713	0.0361	0.136	chr2	[119321667]	[119325168 119325499]	False	Non-coding	
13554	ENSMUSG00000046062	Ppp1r15b	0.00715	0.0362	0.095	chr1	[133131911 133133616]	[133136663]	True	CDS	
1274	ENSMUSG00000019961	Tmpo	0.00727	0.0367	0.055	chr10	[91153181]	[91153278 91158748]	True	CDS	
11620	ENSMUSG00000031681	Smad1	0.00739	0.0371	0.079	chr8	[79372365]	[79372453 79399253]	False	5' UTR	
10647	ENSMUSG00000030452	Nipa2	0.0074	0.0371	0.071	chr7	[55944710]	[55961452 55962200]	True	5' UTR	
24237	ENSMUSG00000025470	Zfp511	0.00761	0.0381	0.062	chr7	[140037582 140037641]	[140039326]	False	CDS	
18878	ENSMUSG00000086938	4930481A15Rik	0.00766	0.0383	0.08	chr19	[5407084 5415113]	[5415607]	True	Non-coding	
14871	ENSMUSG00000048497	Mmgt2	0.0077	0.0385	0.093	chr11	[62648817 62648857 62649142 62660370]	[62664670]	True	5' UTR	
8832	ENSMUSG00000001082	Mfsd10	0.00779	0.0388	0.072	chr5	[34636784]	[34636927 34637099]	True	5' UTR	
9676	ENSMUSG00000029810	Tmem176b	0.00779	0.0388	0.066	chr6	[48838363]	[48840361 48840996]	True	5' UTR	
16975	ENSMUSG00000022339	Ebag9	0.00787	0.039	0.109	chr15	[44619370 44619908]	[44624443]	True	5' UTR	
18034	ENSMUSG00000002250	Ppard	0.00789	0.0391	0.112	chr17	[28237096 28272245]	[28286261]	True	5' UTR	
8168	ENSMUSG00000055900	Tmem69	0.00812	0.04	0.115	chr4	[116554904]	[116555873 116556911]	False	5' UTR	
12402	ENSMUSG00000042688	Mapk6	0.00833	0.0408	0.111	chr9	[75398752]	[75409202 75409863]	True	5' UTR	
1212	ENSMUSG00000055053	Nfic	0.00855	0.0417	0.085	chr10	[81420799]	[81427076 81430786]	True	CDS	
10873	ENSMUSG00000031024	Denn2b	0.00858	0.0417	0.163	chr7	[109570112]	[109602555 109616298]	True	5' UTR	
10511	ENSMUSG00000066568	Lsm14a	0.00865	0.042	0.074	chr7	[34357497]	[34357766 34365615]	True	CDS	
13069	ENSMUSG00000031370	Zrsr2	0.00869	0.0422	0.137	chrX	[163958420]	[163958527 163958588]	True	5' UTR	
20599	ENSMUSG00000015522	Arnt	0.0087	0.0422	0.177	chr3	[95460422 95466838]	[95470177]	True	CDS	
19214	ENSMUSG00000025026	Add3	0.00887	0.0429	0.065	chr19	[53140715 53143090]	[53216801]	True	5' UTR	
14260	ENSMUSG00000061371	Zfp873	0.0091	0.0438	0.199	chr10	[82058497 82058744]	[82059517]	True	CDS	
2111	ENSMUSG00000001507	Itga3	0.00933	0.0448	0.111	chr11	[95045764]	[95046449 95046477]	False	CDS	
5687	ENSMUSG00000062526	Mppe1	0.00937	0.0449	0.07	chr18	[67244048]	[67245106 67245382]	True	5' UTR	
1815	ENSMUSG00000018501	Ncor1	0.00942	0.045	0.058	chr11	[62401268]	[62403436 62403799]	True	CDS	
19852	ENSMUSG00000027326	Knl1	0.00947	0.0452	0.161	chr2	[119047224 119047227 119047561]	[119057281]	True	5' UTR	
14618	ENSMUSG00000020458	Rtn4	0.00969	0.046	0.107	chr11	[29693694 29718883]	[29733633]	True	CDS	
14675	ENSMUSG00000020346	Mgat1	0.00972	0.0461	0.128	chr11	[49245618 49250656]	[49251550]	True	5' UTR	
21185	ENSMUSG00000035069	Oma1	0.00984	0.0467	0.056	chr4	[103325401 103328967]	[103331305]	False	CDS	
16679	ENSMUSG00000022214	Dcaf11	0.00992	0.0469	0.107	chr14	[55560122 55560126 55560628]	[55561075]	True	5' UTR	
14263	ENSMUSG00000034674	Tdg	0.0101	0.0477	0.057	chr10	[82629940 82630039]	[82638701]	True	5' UTR	
9196	ENSMUSG00000042726	Trafd1	0.0102	0.0479	0.128	chr5	[121384105]	[121385309 121385525]	True	5' UTR	
18448	ENSMUSG00000062691	Cebpzos	0.0103	0.0482	0.06	chr17	[78916526 78916694]	[78918357]	True	5' UTR	
5788	ENSMUSG00000054611	Kdm2a	0.0103	0.0482	0.166	chr19	[4331270]	[4333643 4342847]	True	CDS	
6784	ENSMUSG00000033808	Tmem87a	0.0104	0.0486	0.148	chr2	[120371633]	[120373911 120374488]	True	CDS	
16991	ENSMUSG00000086541	Has2os	0.0105	0.0488	0.211	chr15	[56765597 56766431]	[56777728]	False	Non-coding	
17428	ENSMUSG00000022681	Ntan1	0.0106	0.049	0.084	chr16	[13819437 13826905 13826986]	[13827060]	True	CDS	
25057	ENSMUSG00000031939	Taf1d	0.0106	0.0491	0.094	chr9	[15311696 15312837]	[15313990]	False	CDS	
9405	ENSMUSG00000029551	Psmg3	0.0106	0.0491	0.056	chr5	[139826365]	[139826722 139826809]	True	5' UTR	
8078	ENSMUSG00000028549	Itgb3bp	0.0108	0.0499	0.06	chr4	[99767577]	[99769494 99780762]	False	3' UTR	
20074	ENSMUSG00000038375	Trp53inp2	0.0108	0.0499	0.097	chr2	[155382018 155382930]	[155385290]	True	5' UTR	
22015	ENSMUSG00000029208	Guf1	0.0108	0.0499	0.082	chr5	[69561858 69563223]	[69564524]	True	CDS	
